action,id,report_number,object_class,time,x,y,speed,nextx,nexty
point,925,19,2,18,9554.565518,15698.63428,252.25,9567,15699
point,1385,19,1,18,12657.54109,18471.04274,504.5,12734,18479
point,923,19,0,18,10638.10263,17898.77788,336,10751,17914
point,922,19,0,18,9936.525748,6213.843663,298,9940,6003
point,921,19,0,18,8379.275144,12663.90682,298,8071,12843
point,920,19,4,18,13321.72495,25636.0635,63.0625,13280,25552
point,919,19,1,18,10365.92639,20533.1273,448,10364,20772
point,918,19,0,18,6274.073704,13672.63068,66,6097,13777
point,917,19,0,18,10260.39609,12267.76857,298,10308,12270
point,916,19,0,18,11890.15841,22732.41587,168,11906,22694
point,1267,19,2,18,12401.28715,16663.04849,252.25,12514,16662
point,1081,19,4,18,14629.38915,24685.90844,63.0625,14476,24722
point,1112,19,5,18,13392.76233,5994.96594,31.53125,13389,6463
point,912,19,2,18,14641.73718,22188.2891,252.25,14657,22361
point,911,19,0,18,12485.02824,21377.56152,672,12549,21230
point,910,19,0,18,10893.57668,25088.63537,168,11196,24373
point,909,19,4,18,18417.48983,22620.42112,63.0625,18231,22418
point,908,19,0,18,11647.36872,21211.72358,1009,12036,21504
point,1306,19,4,18,11650.29219,23313.44303,63.0625,11666,23276
point,906,19,0,18,7489.796636,18011.86479,672,7474,18015
point,905,19,3,18,9362.144469,15693.47083,126.125,9407,15695
point,1155,19,2,18,10936.03356,24988.16811,168,11196,24373
point,903,19,1,18,16810.51196,12782.72762,504.5,16858,12703
point,902,19,1,18,10531.8888,18231.95511,298,10472,18718
point,901,19,0,18,9028.730113,20027.60264,252,8843,19730
point,1315,19,0,18,3551.29841,11691.39226,149,3384,12008
point,899,19,1,18,10559.13299,18010.84702,298,10472,18718
point,898,19,0,18,16334.11966,18496.9896,672,16483,18502
point,897,19,1,18,8464.604987,22798.36306,298,8399,22799
point,896,19,0,18,12027.77829,18944.22578,224,11999,18958
point,895,19,1,18,19948.71593,11405.78223,132,20066,11468
point,894,19,1,18,11438.79802,16876.43159,448,11567,16891
disappearpoint,1266,18,0,18,7519,20580,0,7519,20580
point,892,19,0,18,11991.28686,16783.87014,224,12020,16774
point,1154,19,0,18,11892.17289,22727.53074,168,11666,23276
point,890,19,5,18,13485.89781,28269.72838,31.53125,13402,28278
point,1384,19,0,18,10536.89523,26637.82614,672,10544,26692
point,888,19,0,18,10375.18538,17871.39674,336,10254,17860
disappearpoint,1198,18,1,18,13699,21726,0,13699,21726
point,886,19,3,18,10035.64736,12430.64486,126.125,9989,12493
point,885,19,0,18,12744.93593,12785.44456,336,13072,12900
point,884,19,0,18,12476.19145,12256.89273,504,12996,11264
point,1110,19,0,18,14682,25420.78855,448,14682,25198
point,882,19,2,18,11848.69885,18880.41897,112,11974,18944
point,881,19,1,18,12296.60076,18400.28345,224,12292,18433
point,880,19,0,18,12297.73023,19476.91862,168,12201,19289
point,1153,19,2,18,12501.82627,18454.83712,252.25,12734,18479
point,1349,19,2,18,14571.61357,28155.33052,252.25,14736,28489
disappearpoint,877,18,0,18,8332,24096,0,8332,24096
point,1348,19,1,18,7801.484358,14956.71189,504.5,8948,15300
point,875,19,0,18,11627.48794,23367.802,336,11494,23686
point,874,19,1,18,12274.92016,13071.81901,448,12241,13049
point,1305,19,4,18,17729.5586,18181.94794,63.0625,17720,18272
point,1197,19,0,18,15861.78525,18490.27214,672,15838,18490
point,1080,19,0,18,9806.021728,17814.43985,168,9567,17790
point,1238,19,5,18,20580.77364,23191.7457,31.53125,20514,23172
point,869,19,2,18,12309.68133,7494.264271,252.25,12313,7705
point,868,19,1,18,11090.67706,14581.06622,504.5,11177,14972
point,1079,19,1,18,11629.28908,16900.30469,448,11646,16903
point,866,19,3,18,17136.71975,21533.50862,126.125,17301,21374
point,1277,19,1,18,12266.80643,18700.59661,448,12292,18433
point,864,19,1,18,7518.67342,20855.06778,298,7533,20848
point,1471,19,1,18,8637.132153,22441.52999,504.5,8610,22748
disappearpoint,1495,18,0,18,7831,23589,0,7831,23589
point,861,19,0,18,9138.491788,14854.3211,252,8948,15300
point,860,19,3,18,13056.69373,14276.9016,126.125,13183,14204
point,859,19,1,18,17798.03297,7986.286084,132,17684,8052
point,858,19,2,18,12143.43774,15629.40566,252.25,12104,15728
point,857,19,0,18,11211.0889,7740.067921,448,11042,7561
point,856,19,2,18,11722.55273,17237.94544,224,11717,17349
point,855,19,0,18,14770.46147,14065.663,298,14792,14080
point,1196,19,2,18,14173.86003,26898.81771,252.25,14134,26919
point,1018,19,3,18,11966.10384,18939.99328,112,11974,18944
point,852,19,1,18,8762.014846,16347.58985,252,8752,16404
point,851,19,0,18,13841.24198,20761.22777,672,14003,20825
point,850,19,2,18,10364.34912,20782.70631,252.25,10364,20772
point,849,19,0,18,12398.09003,19673.82452,672,12458,19813
point,848,19,1,18,11148.00408,28946.86765,132,11164,28988
point,1346,19,0,18,14561.80945,9312.297636,198,14555,9314
point,1047,19,1,18,9563.934788,14226.1079,252,9160,14804
point,1195,19,2,18,8236.849286,15382.08784,252.25,8282,15326
point,1235,19,0,18,10465.17936,13360.63807,504,9708,14020
point,1086,19,0,18,11516.97247,17511.80182,448,11552,17495
point,1276,19,2,18,12161.94272,16744.22865,252.25,12299,16664
point,841,19,2,18,15486.23938,29145.82297,252.25,15476,29021
point,840,19,1,18,12517.01992,21303.76738,504.5,12474,21403
point,839,19,5,18,14731.03291,23714.76821,31.53125,14675,23986
point,1415,19,0,18,13016.03074,20307.94695,672,13015,20306
point,837,19,1,18,13321.66664,9596.18533,132,13350,9452
point,836,19,0,18,19019.46508,18432.30545,66,18950,18236
disappearpoint,835,18,1,18,15004,21784,0,15004,21784
point,834,19,3,18,7525.858193,13911.64744,126.125,7973,13639
point,1414,19,1,18,13035.64391,13331.04813,336,12975,13445
point,832,19,3,18,13707.33141,27066.98519,126.125,13642,27048
point,1448,19,0,18,11868.00824,22786.13003,168,11906,22694
point,830,19,0,18,15025.57704,8238.937556,448,15175,8153
point,829,19,1,18,13035.19402,12887.10856,168,12284,12624
point,828,19,1,18,11632.45007,18770.68877,112,11974,18944
point,1413,19,2,18,10634.45761,9637.205428,252.25,10673,10167
point,826,19,0,18,12603,20899.88925,672,12603,20869
point,1149,19,2,18,3668.027829,11470.48497,149,3384,12008
point,824,19,5,18,7879.763482,24398.99967,31.53125,8043,24308
point,1194,19,1,18,11735.7891,23106.76143,168,11906,22694
point,822,19,0,18,21020.90576,17689.04752,132,21029,17718
point,1453,19,1,18,14806.56822,28631.9138,298,14778,28574
point,1468,19,0,18,12315.73322,21772.43898,672,12191,22043
point,819,19,1,18,8853.443689,17414.03232,504.5,9042,17545
disappearpoint,1383,18,0,18,9703,12834,0,9703,12834
point,817,19,1,18,19048.0627,18513.12114,66,18950,18236
point,1488,19,0,18,20986.02999,18196.94987,66,20971,18248
point,815,19,2,18,11905.23314,8136.052491,252.25,11933,8147
point,814,19,1,18,12179.97556,18533.60899,448,12168,18636
point,1303,19,0,18,8705.631895,16807.40251,252,8752,16404
point,1234,19,1,18,11533.95952,18777.04369,448,11447,18987
point,811,19,5,18,4080.293269,15102.87437,31.53125,4104,15140
point,810,19,1,18,13860.57401,11439.59694,504.5,13858,11129
point,809,19,5,18,5884.257783,15798.39465,31.53125,5820,16049
point,808,19,0,18,11439.81342,23813.03267,168,11279,24184
point,1344,19,0,18,14915.70684,8203.237337,198,14851,8221
point,806,19,0,18,13370.03787,9555.375997,504,13308,9968
point,1014,19,0,18,9518.663044,14290.87623,252,9708,14020
point,804,19,1,18,12093.29576,19077.42629,336,12063,19018
point,1233,19,0,18,11571.22099,23501.92672,336,11666,23276
point,1356,19,0,18,9552.503096,14242.46272,252,9708,14020
point,1107,19,5,18,14327.35288,13088.80578,31.53125,14620,12817
point,1302,19,4,18,12709.46732,5614.595249,63.0625,12749,5446
point,799,19,0,18,16706.22837,13227.29558,132,16929,13253
point,798,19,3,18,11037.58088,18206.3934,126.125,10965,18126
point,1301,19,2,18,11553.40014,23544.40663,168,11666,23276
point,1013,19,1,18,7908.413151,17814.08095,504.5,7931,17786
point,795,19,4,18,11743.09741,16493.0883,63.0625,11730,16535
point,794,19,3,18,11576.95502,18723.02457,126.125,11579,18731
point,793,19,0,18,11435.99008,23821.85243,168,11455,23778
point,792,19,1,18,7108.976114,18959.9336,298,6425,19181
point,791,19,4,18,13440.04443,10117.02506,63.0625,13518,10161
point,1265,19,1,18,14682,24988.39187,224,14682,24758
point,789,19,2,18,4801.082123,19550.42663,252.25,4799,19472
point,788,19,0,18,9528.782246,20617.82181,504,9356,20552
point,787,19,5,18,11818.73567,22418.51229,31.53125,11916,22177
point,1161,19,0,18,10454.12989,20799.91902,252,10364,20772
point,1422,19,0,18,9098.966892,20140.14578,252,9356,20552
point,1147,19,0,18,8718.933012,19689.1549,672,8600,19650
point,1341,19,0,18,7885.992867,18162.98742,298,7980,18219
point,782,19,0,18,10496.16215,13333.65784,504,10544,13292
point,781,19,0,18,13984.29712,25183.87606,448,13901,25182
point,780,19,0,18,8862.218976,15783.17475,252,8948,15300
point,779,19,2,18,12966.66031,20211.01739,252.25,12944,20185
point,1412,19,1,18,11767.74147,16356.86834,336,11763,16330
point,777,19,5,18,10503.56394,22567.09666,31.53125,10677,22386
point,1382,19,0,18,8629.913816,19004.35516,1009,8843,19730
point,775,19,0,18,8400.072146,18734.10748,298,8386,18640
point,774,19,2,18,6718.555555,21093.67637,252.25,6610,21129
point,773,19,2,18,10977.58834,16185.75044,252.25,10988,16230
point,772,19,0,18,10291.63912,10038.32148,298,10291,10020
point,1044,19,3,18,8834.861105,13418.96008,126.125,8838,13424
point,770,19,2,18,14412.23642,18866.70466,252.25,14203,18956
point,769,19,0,18,8871.714976,15729.68707,252,8948,15300
point,768,19,3,18,9173.743906,20259.96392,126.125,8843,19730
point,767,19,0,18,11304.53267,24125.10078,168,11279,24184
point,1429,19,1,18,11826.76437,18869.28885,112,11974,18944
point,765,19,0,18,13822.81964,20753.96487,672,14003,20825
point,1146,19,1,18,4690.780038,17579.73778,298,4828,17320
point,763,19,0,18,12205.95241,15473.11899,336,12242,15383
point,762,19,0,18,19979.19619,19638.26517,1009,19984,18800
point,761,19,3,18,9502.96807,17782.68207,126.125,9497,17782
point,760,19,0,18,8606.49258,17633.68365,252,8652,17274
point,759,19,0,18,19669.39826,18605.56802,672,19984,18800
point,758,19,1,18,9497.610316,14320.99546,252,9160,14804
point,757,19,4,18,12682.12433,14108.46823,63.0625,12692,14109
point,1264,19,3,18,11553.12834,25860,126.125,11629,25860
point,1193,19,0,18,8752.222673,16402.74576,252,8752,16404
point,754,19,0,18,13494.3692,20624.47505,336,14003,20825
point,753,19,1,18,8034.892793,17696.15859,504.5,8052,17690
point,752,19,0,18,11023.93151,28431.64123,672,10979,28372
point,751,19,1,18,15384.91991,14047.1858,504.5,15972,14104
point,1411,19,4,18,13940.6217,11704.80125,63.0625,13789,11651
point,749,19,0,18,17203.74838,12134.7527,672,17023,12436
point,748,19,0,18,12239.71147,21937.3391,336,12327,21748
point,747,19,0,18,7371.712724,20289.28728,672,7363,20298
point,1145,19,2,18,7150.910842,18432.48621,252.25,7158,18438
point,745,19,0,18,8695.191264,16898.236,252,8652,17274
point,744,19,0,18,9709.87881,21353.00568,298,9518,21362
point,743,19,0,18,17827.38542,18474.69894,672,17806,18481
point,742,19,0,18,11338.86303,8381.871481,198,11310,8463
point,741,19,3,18,11043.69034,14239.94672,126.125,11072,14442
point,740,19,5,18,8002.316055,8742.132699,31.53125,7883,8899
point,739,19,0,18,11240.34936,16989.12924,448,11286,16906
point,738,19,0,18,18237.99862,13294.75769,672,18100,13388
point,1077,19,4,18,10541.11205,14597.23752,63.0625,10606,14595
point,1076,19,1,18,20797.27646,16376.83989,132,20797,16375
point,1263,19,2,18,13185.08561,18622.95062,252.25,13143,18577
point,734,19,1,18,3663.654996,11478.76044,149,3384,12008
point,733,19,2,18,8391.906652,18606.2477,252.25,8393,18600
point,732,19,0,18,9918.87673,15675.82388,298,10097,15603
point,731,19,3,18,14285.60766,21708.48158,126.125,14318,21691
point,730,19,4,18,13445.35383,19206.66597,63.0625,13437,19159
point,729,19,4,18,13165.21099,13237.56662,63.0625,13099,13212
point,728,19,1,18,19843.1877,26714.33279,448,19226,26668
point,727,19,2,18,10362.45398,20131.80966,252.25,10366,20524
point,726,19,1,18,13653.84009,19203.09785,504.5,13689,19174
point,1012,19,0,18,8596.053616,17716.19161,252,8652,17274
point,724,19,3,18,12253.33887,22951.91993,126.125,12319,22798
point,1445,19,1,18,11251.82678,17638.93622,448,11306,17613
point,722,19,3,18,12417.10732,9590.799153,126.125,11931,9389
point,721,19,4,18,15311.12869,27041.95402,63.0625,15289,26776
point,720,19,0,18,12117.63142,15693.92144,336,12242,15383
point,719,19,0,18,12102.01641,19094.53218,168,12167,19222
point,718,19,0,18,12313.66331,12567.33974,504,12996,11264
point,1364,19,2,18,18607.70508,18249.35835,252.25,18494,18273
point,1230,19,0,18,13322.37083,9872.417258,504,13480,8824
point,715,19,1,18,18355.05107,10661.63539,448,18247,10659
point,714,19,2,18,6648.028713,13452.21719,66,6947,13276
point,1192,19,0,18,12776.50222,12796.50078,168,13072,12900
disappearpoint,712,18,0,18,11623,4850,0,11623,4850
point,711,19,4,18,11222.34703,27865.55669,63.0625,11233,27867
point,1300,19,0,18,7910.732173,9421.732173,672,7669,9180
point,1262,19,4,18,11029.31322,10812.15962,63.0625,11052,10854
point,708,19,0,18,8271.716261,16428.51729,298,8381,16296
point,1381,19,1,18,11992.45522,22498.12572,336,11931,22639
point,706,19,1,18,12374.68939,19626.42783,168,12393,19662
point,705,19,4,18,13824.83349,15641.16016,63.0625,13812,15704
point,704,19,0,18,18182.77603,21698.02146,132,17877,22027
point,1191,19,0,18,12466.64798,12275.12184,504,12284,12624
point,702,19,1,18,8364.302733,9908.883777,504.5,8192,9703
point,1380,19,1,18,9163.61128,8667.424552,448,8961,8839
point,700,19,1,18,13332.01806,19427.46861,504.5,13355,19412
point,699,19,1,18,11546.48851,23560.88204,168,11666,23276
point,698,19,2,18,12029.76542,14091.77535,252.25,12172,14081
point,1339,19,1,18,10406.24972,16271.99213,298,10569,16260
point,1075,19,2,18,12685.60764,14138.03647,252.25,12692,14109
point,695,19,0,18,10513.18086,13258.04439,336,10544,13292
point,694,19,0,18,12167.28615,19222.56388,336,12167,19222
point,693,19,1,18,13195.65876,9979.392404,448,12993,9866
point,692,19,0,18,11761.47641,12886.52526,504,11396,13028
point,691,19,0,18,9105.794347,20151.08568,252,9356,20552
point,690,19,0,18,17665.68476,13260.43424,132,17669,13340
point,1379,19,2,18,12381.27432,25158.93468,252.25,12779,25162
point,1074,19,3,18,9634.377526,15702.06096,126.125,9788,15706
point,687,19,0,18,9530.652715,14273.72312,252,9708,14020
point,1073,19,3,18,3779.229396,21265.14944,126.125,3806,21351
point,685,19,0,18,14661.27219,22407.28202,448,14657,22361
point,684,19,0,18,9410.42818,14445.72319,252,9708,14020
point,683,19,0,18,12883.02611,18088.52181,88,13453,18083
point,682,19,2,18,12660.83374,23604.3965,252.25,12376,23310
point,681,19,1,18,7850.042536,17887.12126,336,7831,17911
point,680,19,0,18,7839.388078,17900.48162,336,7894,17832
point,1229,19,0,18,15724.85272,14080.08252,672,15104,14020
point,1473,19,2,18,9681.512529,18517.21223,252.25,9831,18589
point,1275,19,1,18,10698.46706,11803.3917,298,10879,11591
point,676,19,1,18,11053.36938,17733.95057,448,11306,17613
point,675,19,1,18,12123.19674,17698.35089,298,12087,17488
point,674,19,4,18,16137.37895,29438.58235,63.0625,15728,29626
point,673,19,4,18,13748.88238,15295.8361,63.0625,13697,15238
point,672,19,3,18,12424.50094,14094.5962,126.125,12692,14109
point,671,19,0,18,13807.85833,8266.837244,448,13722,8263
point,670,19,0,18,8415.818861,17081.08869,336,8259,16953
point,1011,19,0,18,10034.42681,14615.36621,448,9841,14621
point,1353,19,0,18,13755.3889,14658.78034,298,13925,14655
point,667,19,0,18,10387.8783,21251.37976,448,10389,21253
point,666,19,1,18,14678.72517,26188.49668,448,14668,26403
point,665,19,3,18,10481.19819,20808.30382,126.125,11552,21140
point,664,19,1,18,13966.51424,26933.02847,298,13911,26822
point,663,19,0,18,11723.71282,17224.86566,224,11748,17084
point,662,19,3,18,14461.55408,10636.07307,126.125,14229,10990
point,661,19,1,18,20896.91687,17229.70682,132,20899,17253
point,660,19,1,18,3434.183676,11913.02874,149,3384,12008
point,659,19,1,18,10533.59309,17886.29402,336,10254,17860
disappearpoint,658,18,0,18,16371,28624,0,16371,28624
point,657,19,4,18,3970.671284,11058.13716,63.0625,3756,11304
point,656,19,1,18,11352.63276,8343.167379,198,11310,8463
point,1190,19,0,18,9361.726545,15693.45659,448,9231,15689
point,654,19,4,18,14557.71515,18804.61904,63.0625,14203,18956
point,653,19,0,18,11044.89719,24730.56011,168,11196,24373
point,652,19,0,18,10044.31719,12585.19532,336,9989,12493
point,651,19,5,18,15443.80036,21309.45994,31.53125,15382,21382
point,650,19,0,18,10396.48495,13129.47235,336,10544,13292
point,649,19,0,18,14479.03774,11732.54885,298,14579,11911
point,648,19,0,18,15071.61342,24102.20977,298,15057,23925
point,647,19,0,18,12168.06706,18636.15424,448,12168,18636
point,646,19,2,18,10832.85396,13544.23775,252.25,10922,13624
point,645,19,3,18,6553.133471,20504.55171,126.125,6607,20637
point,1260,19,1,18,13078.66515,8225.496417,448,13305,8242
point,643,19,0,18,12111.90282,17632.71828,298,12087,17488
point,1105,19,3,18,12474.0957,16662.3712,126.125,12299,16664
point,1228,19,0,18,19020.68218,11374.65009,1009,18740,10204
point,1010,19,0,18,11749.11094,17080.38946,448,11752,17071
disappearpoint,639,18,0,18,8550,8025,0,8550,8025
point,638,19,0,18,9462.091487,14371.81072,252,9160,14804
point,1041,19,5,18,11977.42422,26692.87604,31.53125,11991,26686
point,1227,19,0,18,6901.630709,13111.15355,448,6890,13053
point,1226,19,0,18,17163.5172,22659.8694,672,16995,22467
point,1009,19,0,18,12255.62692,19395.12418,168,12201,19289
point,1338,19,0,18,11851.40041,17662.94535,112,11836,17634
point,632,19,0,18,13415.58454,19078.09717,672,13410,19057
point,1443,19,2,18,11006.32081,13967.90605,252.25,11003,13943
point,1397,19,1,18,11868.60922,17695.28961,112,11836,17634
point,629,19,0,18,8946.736342,15307.11775,252,8948,15300
point,628,19,0,18,11081.78385,24643.27386,168,11196,24373
point,627,19,0,18,16808.30902,22252.05055,672,16622,22034
point,1114,19,0,18,12639.17099,11945.5835,504,12284,12624
point,625,19,0,18,16772.50564,12846.53641,672,16858,12703
disappearpoint,624,18,1,18,9075,10220,0,9075,10220
point,623,19,5,18,9586.073862,12651.84483,31.53125,9599,12644
point,622,19,1,18,14671.38587,24204.38061,224,14668,24008
point,621,19,0,18,11321.6509,21068.64607,252,11552,21140
point,620,19,2,18,14513.66491,7279.704293,252.25,14560,7404
point,619,19,1,18,18541.2046,11773,504.5,18510,11773
point,618,19,1,18,7949.438743,14037.00582,298,8146,13917
point,617,19,3,18,14975.80372,28975.3009,126.125,14925,28872
point,616,19,0,18,13544.34015,10098.72819,298,13571,9845
point,615,19,0,18,12718.48401,13989.82195,672,12720,13983
point,614,19,5,18,8109.933292,14781.44069,31.53125,8370,14998
point,1278,19,0,18,14712.82259,13722.41719,672,15104,14020
point,612,19,1,18,11840.9668,16852.91746,224,11816,16870
point,611,19,1,18,11803.98064,22941.39695,168,11906,22694
point,1143,19,0,18,12009.95044,12790.34177,504,12016,12788
point,1039,19,0,18,9285.75559,8563.990208,448,9307,8546
point,1465,19,0,18,10577.72976,26948.61969,672,10544,26692
point,607,19,1,18,11363.47441,23989.13289,168,11279,24184
point,606,19,0,18,11087.80746,14561.43416,672,11090,14578
point,605,19,0,18,9132.804344,14867.62757,252,8948,15300
point,604,19,2,18,6895.511012,18209.39642,252.25,7149,18431
point,603,19,0,18,9791.832348,14738.34476,448,9796,14690
point,602,19,3,18,7876.383647,19612.10936,126.125,7881,19607
point,601,19,0,18,10565.44802,25861.19419,672,10623,25720
point,600,19,1,18,10350.98656,12222.9581,298,10361,12212
point,599,19,0,18,11023.52973,13744.08941,298,11158,13662
point,1237,19,4,18,12021.3799,10180.06353,63.0625,12332,9967
point,1298,19,0,18,14273.49148,13417.54997,672,14452,13524
point,596,19,0,18,8574.239206,17888.60935,252,8548,18096
point,595,19,1,18,11605.4675,16853.77339,448,11567,16891
point,594,19,0,18,15472.30675,9563.251432,132,15646,9593
point,1426,19,5,18,5537.419674,22167.06181,31.53125,5524,22095
point,592,19,0,18,13136.06969,13127.44435,336,13099,13212
point,591,19,0,18,19875.89896,11385.47446,132,19657,11423
point,1377,19,0,18,12458.63251,8410.030753,298,12750,8690
point,1336,19,5,18,16633.19986,14686.22623,31.53125,16592,14711
point,1142,19,1,18,10855.64938,10144.98079,298,10673,10167
point,587,19,3,18,7899.627662,20809.48181,126.125,8001,20731
point,586,19,3,18,15073.05455,22621.3,126.125,15061,22555
point,585,19,1,18,8725.908964,16630.99201,252,8752,16404
point,584,19,1,18,13094.22576,8226.631045,224,13305,8242
point,1376,19,0,18,7392.567924,18871.82567,448,7267,18692
point,582,19,1,18,11052.59624,20985.30254,252,10364,20772
point,581,19,3,18,8427.278492,22157.0307,126.125,8420,22044
point,1409,19,0,18,17640.11192,13537.46363,672,17300,13648
point,579,19,0,18,11982.92418,17910.14665,112,12002,17946
point,578,19,0,18,13468.90301,8897.807911,504,13308,9968
point,577,19,0,18,11978.08264,22531.07211,336,11931,22639
point,576,19,2,18,8606.623983,17632.64506,252,8652,17274
point,575,19,0,18,10783.00636,19389.82186,448,10823,19384
point,574,19,0,18,10974.93692,13717.77573,672,10966,13686
point,573,19,0,18,5054.269687,21236.02771,672,4818,21244
point,1038,19,0,18,18366.57474,26563.06423,448,18263,26341
point,571,19,4,18,4917.977116,17135.82787,63.0625,4947,17076
point,570,19,0,18,11376.06975,23960.07773,168,11279,24184
point,569,19,0,18,10780.16379,6039.019683,298,10801,5997
point,568,19,4,18,6541.315602,13515.11516,63.0625,6947,13276
point,567,19,0,18,10572.73105,20836.65743,252,11552,21140
point,1423,19,4,18,8777.987658,15813.2578,63.0625,8822,15733
point,565,19,0,18,7094.143543,14703.02331,1009,6456,14456
point,564,19,5,18,11716.18476,14851.35598,31.53125,11809,15440
point,563,19,4,18,12459.60845,8410.968515,63.0625,12341,8297
point,562,19,0,18,10931.74931,20947.86847,252,10364,20772
point,1071,19,0,18,15025.27566,8239.110892,448,15175,8153
point,560,19,4,18,12877.1278,19457.84198,63.0625,13025,19364
point,559,19,1,18,9191.1787,17636.67406,504.5,9221,17655
point,1335,19,0,18,10705.61232,18290.71378,298,10672,18526
point,1070,19,0,18,12391.37753,12418.89686,504,12284,12624
point,556,19,0,18,11682.61632,16737.58306,224,11682,16742
point,1069,19,0,18,10904.17965,25063.54519,168,10893,25090
point,554,19,0,18,9233.407464,14698.9791,252,9708,14020
point,1140,19,0,18,15412.35896,8039.951605,448,15598,7990
point,1464,19,0,18,8819.045493,16026.356,252,8948,15300
point,551,19,0,18,9384.42127,14482.93015,252,9708,14020
point,1394,19,0,18,16547.02225,21970.25946,672,16614,22041
point,549,19,1,18,11735.04046,16518.87053,336,11730,16535
point,548,19,0,18,20918.40886,21012.47896,132,20921,20743
point,547,19,3,18,11195.08568,11116.71469,126.125,11052,10854
point,546,19,1,18,16510.19304,22031.51951,504.5,17036,22236
point,1104,19,4,18,19942.267,16943.204,63.0625,19960,17156
point,1223,19,1,18,11491.82723,7955.617863,448,11347,7884
point,543,19,0,18,14707.43779,22907.40934,224,14657,22361
point,1274,19,0,18,19412.15052,18446.58229,672,19285,18368
point,541,19,0,18,11728.69494,16539.38644,336,11694,16656
point,540,19,1,18,7631.382137,16441.55618,504.5,7589,16407
point,1068,19,1,18,13164.28939,12922.44877,336,13072,12900
point,538,19,2,18,11988.26086,17355.15098,252.25,11977,17340
point,537,19,1,18,6707.103247,20877.01775,504.5,6725,20869
point,1375,19,0,18,12157.52923,22119.72531,336,12191,22043
point,535,19,1,18,12386.90342,19650.15612,168,12201,19289
point,1162,19,0,18,14685.02638,21121.51924,448,14691,21108
point,1066,19,0,18,12468.08324,19811.32673,672,12492,19861
point,532,19,0,18,12374.47854,21767.30022,1009,12696,21898
point,1102,19,0,18,13910.58986,11164.71611,298,14045,11256
point,530,19,3,18,10433.90523,19001.58474,126.125,10417,19094
point,529,19,0,18,11764.35862,16409.08769,336,11769,16364
point,528,19,0,18,11364.77058,21082.00301,252,11552,21140
point,527,19,0,18,6862.782975,20736.7249,672,6814,20791
point,1398,19,0,18,12132.34818,9472.586258,448,11931,9389
point,525,19,1,18,18086.10901,24449.76345,132,18213,24337
point,524,19,0,18,13862.75228,10684.35834,672,13868,10359
point,523,19,0,18,12955.56054,19808.6026,672,13067,19645
point,522,19,0,18,11675.51517,23252.92572,168,11666,23276
point,521,19,0,18,8902.888939,19825.96239,252,9356,20552
point,520,19,0,18,12313.78632,18278.07507,224,12292,18433
point,519,19,2,18,6332.217076,19211.19059,252.25,6366,19200
point,518,19,0,18,11786.22265,16291.42333,336,11784,16295
point,1297,19,2,18,3580.907618,11635.35763,149,3384,12008
point,1408,19,0,18,11077.07187,20992.88421,252,11552,21140
point,515,19,1,18,12712.24892,19680.57389,298,12723,19656
point,514,19,1,18,6598.201772,17742.0717,298,6629,17675
point,513,19,2,18,12468.37355,24437.22119,252.25,12487,24391
point,1374,19,1,18,12712.77115,14015.52983,504.5,12692,14109
point,511,19,0,18,14671.43411,24207.17863,224,14668,24008
disappearpoint,510,18,0,18,7239,18595,0,7239,18595
point,509,19,0,18,10910.49887,13613.70951,672,10922,13624
disappearpoint,1442,18,0,18,7363,20754,0,7363,20754
point,507,19,1,18,12264.11575,18729.17596,224,12292,18433
point,1101,19,3,18,5137.350059,19514.16469,126.125,5109,19533
point,505,19,3,18,13138.71975,13121.39958,126.125,13099,13212
point,1139,19,2,18,12522.39744,8471.301208,252.25,12750,8690
point,503,19,1,18,21095.77501,19827.87876,132,21183,19553
point,1186,19,4,18,19485.13224,9661.015438,63.0625,19065,9922
point,501,19,1,18,7519.747008,14177.28347,298,7399,13989
point,1008,19,2,18,11305.99292,24121.73223,168,11455,23778
point,499,19,0,18,11130.30323,24528.46067,168,11196,24373
point,1463,19,0,18,12185.528,18062.23984,298,12140,17796
point,1360,19,1,18,6246.993626,16055.71224,298,6206,16057
point,496,19,5,18,15972.18979,9037.690478,31.53125,16090,9159
point,1319,19,3,18,11746.88651,26278.43247,126.125,11784,26291
point,1219,19,5,18,12429.55917,15177.73309,31.53125,12350,15144
disappearpoint,493,18,1,18,9231,17662,0,9231,17662
point,1334,19,0,18,18395.80251,25133.78019,132,18213,25315
point,491,19,3,18,12175.55124,18571.43686,126.125,12188,18465
point,490,19,1,18,12118.67551,22208.78999,336,12191,22043
point,489,19,0,18,11741.41998,17122.16414,224,11723,17229
point,1185,19,0,18,8830.78191,17426.2022,224,8752,17627
point,487,19,1,18,15556.35841,29706.68434,504.5,15564,29703
point,486,19,0,18,8759.361737,16362.53389,252,8948,15300
point,485,19,3,18,12069.2242,21531.8581,126.125,12036,21504
point,484,19,1,18,11495.87988,15741.78186,504.5,11513,15775
point,1484,19,0,18,10107.39539,13672.20115,504,9708,14020
point,482,19,4,18,15418.9579,28335.72728,63.0625,15428,28448
point,481,19,1,18,8260.734938,16954.41709,504.5,8259,16953
point,480,19,2,18,6463.240394,13561.1336,66,6097,13777
point,479,19,2,18,10969.42175,20959.53805,252,10364,20772
point,478,19,1,18,17755.99803,23324.6652,504.5,17592,23139
point,477,19,3,18,10471.79545,26140.17155,126.125,10465,26088
point,1483,19,3,18,18977.01383,18312.33998,66,19289,19194
